0.25	2.18713e-18	
0.250248	1.94646e-18	
0.250496	1.73773e-18	
0.250744	1.55822e-18	
0.250992	1.40521e-18	
0.251241	1.27596e-18	
0.25149	1.1677e-18	
0.251739	1.07767e-18	
0.251989	1.00306e-18	
0.252238	9.41071e-19	
0.252488	8.88533e-19	
0.252739	8.4106e-19	
0.252989	7.93974e-19	
0.25324	7.4381e-19	
0.253491	6.93078e-19	
0.253742	6.46101e-19	
0.253993	6.0659e-19	
0.254245	5.7407e-19	
0.254497	5.46362e-19	
0.254749	5.2135e-19	
0.255002	4.97588e-19	
0.255254	4.73988e-19	
0.255507	4.49572e-19	
0.25576	4.24834e-19	
0.256014	4.01302e-19	
0.256268	3.80473e-19	
0.256522	3.62657e-19	
0.256776	3.47066e-19	
0.25703	3.32876e-19	
0.257285	3.19405e-19	
0.25754	3.06146e-19	
0.257795	2.92604e-19	
0.25805	2.7875e-19	
0.258306	2.65274e-19	
0.258562	2.52931e-19	
0.258818	2.42128e-19	
0.259075	2.32553e-19	
0.259332	2.23804e-19	
0.259589	2.15513e-19	
0.259846	2.07405e-19	
0.260103	1.99219e-19	
0.260361	1.90816e-19	
0.260619	1.82502e-19	
0.260877	1.74691e-19	
0.261136	1.67712e-19	
0.261395	1.61476e-19	
0.261654	1.55768e-19	
0.261913	1.50376e-19	
0.262172	1.45133e-19	
0.262432	1.39889e-19	
0.262692	1.34519e-19	
0.262953	1.29134e-19	
0.263213	1.23973e-19	
0.263474	1.19262e-19	
0.263735	1.15022e-19	
0.263996	1.11123e-19	
0.264258	1.07436e-19	
0.26452	1.03853e-19	
0.264782	1.00292e-19	
0.265044	9.66741e-20	
0.265307	9.30179e-20	
0.26557	8.94635e-20	
0.265833	8.61574e-20	
0.266097	8.31642e-20	
0.26636	8.04182e-20	
0.266624	7.78418e-20	
0.266888	7.53632e-20	
0.267153	7.29223e-20	
0.267418	7.04607e-20	
0.267683	6.7956e-20	
0.267948	6.54868e-20	
0.268213	6.31499e-20	
0.268479	6.10159e-20	
0.268745	5.9058e-20	
0.269011	5.72264e-20	
0.269278	5.54724e-20	
0.269545	5.37553e-20	
0.269812	5.20365e-20	
0.270079	5.02867e-20	
0.270347	4.8542e-20	
0.270615	4.68661e-20	
0.270883	4.53173e-20	
0.271151	4.38956e-20	
0.27142	4.25688e-20	
0.271689	4.1304e-20	
0.271958	4.00726e-20	
0.272228	3.88483e-20	
0.272498	3.76064e-20	
0.272768	3.63565e-20	
0.273038	3.51406e-20	
0.273309	3.40014e-20	
0.273579	3.29539e-20	
0.27385	3.19781e-20	
0.274122	3.1052e-20	
0.274393	3.01548e-20	
0.274665	2.92683e-20	
0.274938	2.83744e-20	
0.27521	2.74692e-20	
